City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
270,Warmbad,-28.45,18.73,59.56,32,0,1.07,NA,clear sky,2020-08-24 06:21:51
271,Mormugao,15.4,73.8,82.17,81,88,12.68,IN,light rain,2020-08-24 06:21:51
272,Caruray,10.31,119.01,86.92,64,65,4.38,PH,light rain,2020-08-24 06:21:51
273,Klaksvik,62.23,-6.59,46.4,93,98,2.24,FO,light rain,2020-08-24 06:21:52
274,Vestmanna,62.16,-7.17,46.4,93,95,2.24,FO,light rain,2020-08-24 06:21:53
275,Inhambane,-23.86,35.38,66.2,88,0,6.93,MZ,clear sky,2020-08-24 06:21:53
276,Luderitz,-26.65,15.16,55.15,70,0,7.78,NA,clear sky,2020-08-24 06:21:54
277,Abu Dhabi,24.47,54.37,96.8,41,10,9.17,AE,clear sky,2020-08-24 06:19:18
278,Tessaoua,13.76,7.99,77.05,77,66,12.95,NE,moderate rain,2020-08-24 06:21:54
279,Sioux Lookout,50.1,-91.92,66.2,93,20,3.36,CA,few clouds,2020-08-24 06:21:55
280,Severodvinsk,64.56,39.83,64.4,82,75,6.71,RU,broken clouds,2020-08-24 06:21:55
281,Aitape,-3.14,142.35,77.45,87,99,9.71,PG,moderate rain,2020-08-24 06:21:55
282,Mehamn,71.04,27.85,55.4,82,75,13.87,NO,broken clouds,2020-08-24 06:21:56
283,Eenhana,-17.47,16.33,64.4,36,2,3.36,NA,clear sky,2020-08-24 06:21:56
284,Tiznit,29.58,-9.5,84.85,26,14,3.0,MA,few clouds,2020-08-24 06:21:57
285,Sinnamary,5.38,-52.95,77.49,90,14,8.05,GF,few clouds,2020-08-24 06:21:57
286,Gorom-Gorom,14.44,-0.24,80.29,67,100,14.65,BF,light rain,2020-08-24 06:21:58
287,Tomatlan,19.93,-105.25,77.63,93,100,1.79,MX,overcast clouds,2020-08-24 06:22:05
288,Rocha,-34.48,-54.33,50.94,93,0,11.27,UY,clear sky,2020-08-24 06:22:06
289,Taoudenni,22.68,-3.98,91.4,11,0,6.29,ML,clear sky,2020-08-24 06:22:06
290,Weihe,33.0,105.32,80.74,35,72,5.48,CN,broken clouds,2020-08-24 06:22:06
291,Berlevag,70.86,29.09,55.4,82,75,13.87,NO,broken clouds,2020-08-24 06:22:07
292,Icod De Los Vinos,28.37,-16.71,73.0,49,0,6.93,ES,clear sky,2020-08-24 06:22:07
293,Naushki,50.38,106.11,68.49,46,48,1.68,RU,scattered clouds,2020-08-24 06:22:07
294,Surt,31.21,16.59,81.34,75,83,9.62,LY,broken clouds,2020-08-24 06:22:08
295,Castlegar,49.3,-117.67,57.0,69,61,1.74,CA,broken clouds,2020-08-24 06:22:08
296,Gambela,8.25,34.58,72.25,90,100,1.86,ET,overcast clouds,2020-08-24 06:22:09
297,Guiratinga,-16.35,-53.76,67.89,59,0,4.88,BR,clear sky,2020-08-24 06:22:09
298,Gizo,-8.1,156.84,82.49,76,97,10.76,SB,light rain,2020-08-24 06:22:09
299,Pokhara,28.23,83.98,81.99,66,71,3.11,NP,broken clouds,2020-08-24 06:22:10
300,Vila Franca Do Campo,37.72,-25.43,71.6,88,75,4.7,PT,broken clouds,2020-08-24 06:22:10
301,Oktyabrskoye,43.06,44.74,60.8,72,20,2.24,RU,few clouds,2020-08-24 06:22:10
302,Lively,46.43,-81.15,66.2,100,90,4.7,CA,mist,2020-08-24 06:22:11
303,Bhag,29.04,67.82,99.25,35,34,3.87,PK,scattered clouds,2020-08-24 06:22:12
304,Pangnirtung,66.15,-65.71,43.79,82,100,2.33,CA,overcast clouds,2020-08-24 06:17:25
305,Avera,33.19,-82.53,73.4,89,1,4.7,US,clear sky,2020-08-24 06:19:26
306,Namwala,-15.75,26.44,59.7,58,3,5.99,ZM,clear sky,2020-08-24 06:22:14
307,Esna,25.29,32.55,84.2,30,0,2.24,EG,clear sky,2020-08-24 06:22:14
308,Atar,20.52,-13.05,85.05,55,14,10.04,MR,few clouds,2020-08-24 06:22:14
309,Mandeville,18.04,-77.51,77.0,88,75,3.36,JM,thunderstorm with light rain,2020-08-24 06:22:18
310,Los Llanos De Aridane,28.66,-17.92,79.0,78,20,11.41,ES,few clouds,2020-08-24 06:22:18
311,Kulhudhuffushi,6.62,73.07,84.31,68,67,9.01,MV,broken clouds,2020-08-24 06:22:18
312,Urucara,-2.54,-57.76,75.52,66,27,2.91,BR,scattered clouds,2020-08-24 06:22:18
313,Kalamaria,40.58,22.95,80.01,73,0,3.36,GR,clear sky,2020-08-24 06:21:11
314,Oksbol,55.63,8.29,57.2,93,84,2.24,DK,broken clouds,2020-08-24 06:22:19
315,Mustasaari,63.11,21.68,54.0,93,90,9.17,FI,light rain,2020-08-24 06:22:19
316,Garavuti,37.57,68.45,89.6,27,0,6.71,TJ,clear sky,2020-08-24 06:22:20
317,Auki,-8.77,160.7,83.32,74,78,2.19,SB,broken clouds,2020-08-24 06:22:20
318,Chalus,36.66,51.42,68.0,94,90,11.41,IR,overcast clouds,2020-08-24 06:22:21
319,Anchorage,61.22,-149.9,60.8,77,90,4.7,US,moderate rain,2020-08-24 06:17:25
320,Rosetta,31.4,30.42,78.8,83,40,4.14,EG,scattered clouds,2020-08-24 06:22:23
321,Otjimbingwe,-22.35,16.13,61.32,29,0,3.89,NA,clear sky,2020-08-24 06:22:27
322,Olafsvik,64.89,-23.71,48.99,73,24,2.57,IS,few clouds,2020-08-24 06:22:28
323,Torbay,47.67,-52.73,61.0,82,5,18.34,CA,clear sky,2020-08-24 06:22:28
324,Port Hardy,50.7,-127.42,50.0,100,5,3.36,CA,clear sky,2020-08-24 06:17:39
325,Lugoj,45.69,21.9,68.0,94,20,4.7,RO,few clouds,2020-08-24 06:22:28
326,General Pico,-35.66,-63.76,50.32,65,0,11.88,AR,clear sky,2020-08-24 06:22:29
327,Barabai,-2.58,115.38,95.92,38,5,0.96,ID,clear sky,2020-08-24 06:18:59
328,Biak,-0.91,122.88,82.33,70,43,7.29,ID,light rain,2020-08-24 06:17:41
329,Zlobin,45.29,14.65,77.0,47,74,16.11,HR,broken clouds,2020-08-24 06:22:30
330,Parker,32.77,-97.8,80.01,63,0,8.3,US,clear sky,2020-08-24 06:18:16
331,Gladstone,-23.85,151.25,69.8,32,0,12.75,AU,clear sky,2020-08-24 06:21:04
332,Visby,57.64,18.3,63.0,67,40,16.11,SE,scattered clouds,2020-08-24 06:22:31
333,Xichang,27.9,102.26,66.43,80,100,2.84,CN,light rain,2020-08-24 06:22:32
334,Ust-Kan,50.93,84.76,63.27,45,37,3.38,RU,scattered clouds,2020-08-24 06:21:06
335,Almaznyy,48.04,40.05,69.8,37,0,4.47,RU,clear sky,2020-08-24 06:22:44
336,Kaitangata,-46.28,169.85,51.01,84,70,3.0,NZ,broken clouds,2020-08-24 06:22:44
337,Alyangula,-13.85,136.42,86.0,35,4,12.75,AU,clear sky,2020-08-24 06:22:44
338,Ust-Nera,64.57,143.2,50.18,44,100,6.06,RU,overcast clouds,2020-08-24 06:22:45
339,Kidal,18.44,1.41,84.16,49,100,5.99,ML,overcast clouds,2020-08-24 06:22:45
340,Teguldet,57.31,88.17,68.97,54,71,4.88,RU,light rain,2020-08-24 06:22:46
341,Sayyan,15.17,44.32,70.88,46,63,3.13,YE,broken clouds,2020-08-24 06:22:46
342,Yaring,6.87,101.37,87.8,62,20,8.05,TH,few clouds,2020-08-24 06:22:46
343,Sao Joao Da Barra,-21.64,-41.05,61.95,77,5,11.25,BR,clear sky,2020-08-24 06:22:47
344,Port Hedland,-20.32,118.57,95.0,24,9,13.87,AU,clear sky,2020-08-24 06:22:47
345,Cascais,38.7,-9.42,68.0,88,20,9.17,PT,few clouds,2020-08-24 06:22:48
346,Viransehir,37.24,39.76,86.22,18,0,9.91,TR,clear sky,2020-08-24 06:22:48
347,Puro,12.48,123.38,87.35,67,10,7.25,PH,clear sky,2020-08-24 06:22:48
348,Dukat,62.55,155.55,33.66,93,100,4.52,RU,overcast clouds,2020-08-24 06:22:49
349,Weiser,44.25,-116.97,75.2,57,1,1.74,US,clear sky,2020-08-24 06:19:21
350,Kalemie,-5.95,29.19,75.96,52,95,0.69,CD,overcast clouds,2020-08-24 06:22:49
351,Krasnoborsk,61.56,45.93,63.0,86,100,7.14,RU,overcast clouds,2020-08-24 06:22:50
352,Poyarkovo,49.6,128.68,66.74,84,100,9.37,RU,overcast clouds,2020-08-24 06:22:51
353,Acara,-1.96,-48.2,70.88,99,30,2.37,BR,scattered clouds,2020-08-24 06:22:51
354,Remedios,22.49,-79.55,80.6,83,20,14.99,CU,few clouds,2020-08-24 06:22:51
355,Kedrovyy,56.17,91.82,62.6,72,40,6.71,RU,scattered clouds,2020-08-24 06:22:51
356,Kozhva,65.11,57.05,61.12,63,59,8.21,RU,broken clouds,2020-08-24 06:22:52
357,Yerbogachen,61.28,108.01,65.28,35,33,10.71,RU,scattered clouds,2020-08-24 06:22:53
358,Solnechnyy,50.72,136.63,69.69,68,96,3.85,RU,overcast clouds,2020-08-24 06:22:53
359,Troitskoye,52.98,84.68,72.25,41,64,9.06,RU,broken clouds,2020-08-24 06:22:53
360,Yenagoa,4.92,6.26,73.63,91,99,4.65,NG,overcast clouds,2020-08-24 06:22:54
361,Chauk,20.88,94.82,82.89,79,98,18.97,MM,light rain,2020-08-24 06:22:54
362,Sao Raimundo Nonato,-9.02,-42.7,70.0,73,19,5.93,BR,few clouds,2020-08-24 06:22:54
363,Uniontown,39.9,-79.72,70.0,61,20,4.41,US,few clouds,2020-08-24 06:18:35
364,Derzhavinsk,51.1,66.32,65.79,55,100,7.29,KZ,overcast clouds,2020-08-24 06:22:55
365,Mabaruma,8.2,-59.78,73.0,96,99,1.5,GY,overcast clouds,2020-08-24 06:22:56
366,Bandarbeyla,9.49,50.81,84.34,52,31,29.24,SO,scattered clouds,2020-08-24 06:22:56
367,Vao,-22.67,167.48,70.56,70,54,10.8,NC,broken clouds,2020-08-24 06:23:00
368,Bangassou,4.74,22.82,71.22,92,91,2.48,CF,overcast clouds,2020-08-24 06:23:00
369,Eucaliptus,-17.58,-67.52,40.98,66,3,2.37,BO,clear sky,2020-08-24 06:23:01
370,Makakilo City,21.35,-158.09,82.4,61,1,6.93,US,clear sky,2020-08-24 06:20:47
371,Flinders,-34.58,150.86,62.01,42,0,1.01,AU,clear sky,2020-08-24 06:23:02
372,Machakos,-1.52,37.27,59.0,93,75,8.05,KE,broken clouds,2020-08-24 06:23:02
373,Pascagoula,30.37,-88.56,78.8,83,1,4.7,US,clear sky,2020-08-24 06:23:02
374,Datong,40.09,113.29,79.83,35,0,3.36,CN,clear sky,2020-08-24 06:23:03
375,Lucea,18.45,-78.17,77.0,88,75,3.36,JM,thunderstorm with light rain,2020-08-24 06:23:03
376,Chisinau,47.01,28.86,75.2,69,17,9.17,MD,few clouds,2020-08-24 06:23:04
377,Kut Chap,17.43,102.57,82.4,78,75,3.36,TH,broken clouds,2020-08-24 06:23:04
378,Haines Junction,60.75,-137.51,49.59,80,81,4.18,CA,broken clouds,2020-08-24 06:23:04
379,Airai,-8.93,125.41,75.25,38,0,7.83,TL,clear sky,2020-08-24 06:23:05
380,San Quintin,30.48,-115.95,74.21,75,0,10.94,MX,clear sky,2020-08-24 06:23:05
381,Raga,8.46,25.68,69.76,95,100,4.36,SS,overcast clouds,2020-08-24 06:23:05
382,Chernyshevsk,52.52,117.02,60.75,74,100,6.4,RU,overcast clouds,2020-08-24 06:23:06
383,Kahului,20.89,-156.47,82.4,65,1,13.87,US,clear sky,2020-08-24 06:23:06
384,Mugla,37.23,28.36,77.0,53,0,2.24,TR,clear sky,2020-08-24 06:18:43
385,Palu,-0.89,119.87,86.76,63,54,3.47,ID,light rain,2020-08-24 06:23:07
386,Dingle,11.0,122.67,88.66,68,34,5.1,PH,light rain,2020-08-24 06:23:07
387,Karachi,24.91,67.08,89.6,70,75,18.34,PK,smoke,2020-08-24 06:22:45
388,Sojat,25.92,73.67,84.9,76,92,10.09,IN,moderate rain,2020-08-24 06:23:08
389,Kasane,-17.82,25.15,62.6,55,0,8.05,BW,clear sky,2020-08-24 06:23:08
390,Zolotukhino,52.08,36.38,66.2,52,0,8.95,RU,clear sky,2020-08-24 06:23:09
391,Kota Kinabalu,5.97,116.07,87.8,79,20,6.93,MY,few clouds,2020-08-24 06:23:21
392,Neyshabur,36.21,58.8,80.67,31,0,1.95,IR,clear sky,2020-08-24 06:23:21
393,Bambanglipuro,-7.95,110.28,83.48,63,71,15.03,ID,broken clouds,2020-08-24 06:20:27
394,Alofi,-19.06,-169.92,75.2,83,75,12.75,NU,broken clouds,2020-08-24 06:23:21
395,Tessalit,20.2,1.01,87.04,45,100,3.94,ML,overcast clouds,2020-08-24 06:23:22
396,Marzuq,14.4,46.47,85.44,42,93,8.03,YE,overcast clouds,2020-08-24 06:23:22
397,Paamiut,61.99,-49.67,42.08,88,11,10.58,GL,few clouds,2020-08-24 06:23:22
398,Pecos,31.42,-103.49,80.6,32,1,8.05,US,clear sky,2020-08-24 06:23:23
399,Havre-Saint-Pierre,50.23,-63.6,51.8,93,40,6.93,CA,scattered clouds,2020-08-24 06:23:23
400,Hualmay,-11.1,-77.61,59.13,84,26,8.95,PE,scattered clouds,2020-08-24 06:23:24
401,Quatre Cocos,-20.21,57.76,75.99,69,75,17.22,MU,shower rain,2020-08-24 06:23:24
402,Misratah,32.38,15.09,81.95,74,92,14.36,LY,overcast clouds,2020-08-24 06:23:24
403,Dasoguz,41.84,59.97,78.8,41,0,20.8,TM,clear sky,2020-08-24 06:23:25
404,Seymchan,62.88,152.43,45.27,57,92,11.01,RU,overcast clouds,2020-08-24 06:23:25
405,Krasnoye,49.91,24.61,60.8,100,90,4.47,UA,overcast clouds,2020-08-24 06:23:26
406,Riyadh,24.69,46.72,96.8,15,9,5.82,SA,clear sky,2020-08-24 06:21:18
407,Luquillo,18.37,-65.72,82.4,78,1,4.7,PR,clear sky,2020-08-24 06:23:30
408,Polyarnyy,69.2,33.45,59.0,82,40,4.47,RU,scattered clouds,2020-08-24 06:23:30
409,Leh,34.17,77.58,73.2,18,0,3.06,IN,clear sky,2020-08-24 06:23:30
410,Portsmouth,50.8,-1.09,61.0,85,100,1.01,GB,overcast clouds,2020-08-24 06:23:31
411,Ahipara,-35.17,173.17,55.51,82,85,15.28,NZ,light rain,2020-08-24 06:22:25
412,Buraydah,26.33,43.98,93.2,30,0,9.17,SA,clear sky,2020-08-24 06:23:31
413,Monrovia,6.3,-10.8,73.4,94,75,5.82,LR,light rain,2020-08-24 06:23:32
414,Fairbanks,64.84,-147.72,57.2,87,1,8.05,US,clear sky,2020-08-24 06:23:37
415,Peniche,39.36,-9.38,68.0,92,35,5.01,PT,scattered clouds,2020-08-24 06:23:37
416,Cuenca,-2.88,-78.98,46.4,93,67,2.24,EC,broken clouds,2020-08-24 06:23:20
417,Wajir,1.75,40.06,75.2,73,75,9.17,KE,broken clouds,2020-08-24 06:23:38
418,Maykor,59.01,55.88,64.49,69,100,1.23,RU,overcast clouds,2020-08-24 06:20:06
419,Sampit,-2.53,112.95,90.68,47,34,3.78,ID,scattered clouds,2020-08-24 06:23:38
420,Lavrentiya,65.58,-171.0,47.82,93,100,4.43,RU,overcast clouds,2020-08-24 06:23:39
421,Ginda,30.69,78.49,84.2,79,75,4.7,IN,haze,2020-08-24 06:23:39
422,Aripuana,-9.17,-60.63,70.07,53,0,1.21,BR,clear sky,2020-08-24 06:23:39
423,Porto Novo,6.5,2.6,75.2,94,40,11.41,BJ,scattered clouds,2020-08-24 06:23:39
424,Campos,-21.75,-41.3,57.51,86,1,7.36,BR,clear sky,2020-08-24 06:23:40
425,Waingapu,-9.66,120.26,87.3,40,1,16.64,ID,clear sky,2020-08-24 06:23:40
426,Gobabis,-22.45,18.97,57.04,46,0,13.42,NA,clear sky,2020-08-24 06:23:40
427,Progreso,21.28,-89.67,77.0,95,100,3.24,MX,overcast clouds,2020-08-24 06:23:41
428,Portland,45.52,-122.68,68.0,59,1,8.05,US,clear sky,2020-08-24 06:22:43
429,Krasnoselkup,65.7,82.47,67.68,53,36,9.69,RU,scattered clouds,2020-08-24 06:23:26
430,Ilulissat,69.22,-51.1,37.4,93,0,5.82,GL,fog,2020-08-24 06:23:42
431,Outlook,51.5,-107.05,63.27,58,63,9.66,CA,broken clouds,2020-08-24 06:23:42
432,Port Lincoln,-34.73,135.87,53.22,70,89,5.68,AU,overcast clouds,2020-08-24 06:23:43
433,Necochea,-38.55,-58.74,46.0,1,17,8.99,AR,few clouds,2020-08-24 06:23:43
434,Ati,13.22,18.34,77.31,76,96,4.12,TD,light rain,2020-08-24 06:23:44
435,Sribne,50.66,32.92,70.48,40,15,11.27,UA,few clouds,2020-08-24 06:23:44
436,Buala,-8.14,159.59,83.37,74,54,6.58,SB,light rain,2020-08-24 06:23:44
437,Los Algarrobos,8.5,-82.43,64.0,100,100,3.44,PA,overcast clouds,2020-08-24 06:23:45
438,Chambas,22.19,-78.91,78.8,88,75,13.87,CU,broken clouds,2020-08-24 06:23:45
439,Itarema,-2.92,-39.92,75.51,81,50,13.51,BR,scattered clouds,2020-08-24 06:23:45
440,Paysandu,-32.32,-58.08,57.0,69,0,4.0,UY,clear sky,2020-08-24 06:23:45
441,Bengkulu,-3.8,102.27,88.39,57,23,11.41,ID,few clouds,2020-08-24 06:23:46
442,Campbell River,50.02,-125.24,62.6,67,90,3.36,CA,overcast clouds,2020-08-24 06:23:46
443,Yangjiang,21.85,111.97,95.0,54,4,10.78,CN,clear sky,2020-08-24 06:23:47
444,Nizwa,22.93,57.53,94.23,39,87,4.72,OM,overcast clouds,2020-08-24 06:23:47
445,Heishan,41.69,122.11,69.57,94,100,4.21,CN,moderate rain,2020-08-24 06:23:47
446,Liberty,31.83,-81.5,78.8,88,1,2.93,US,clear sky,2020-08-24 06:23:47
447,Chapais,49.78,-74.85,48.2,81,1,2.24,CA,clear sky,2020-08-24 06:23:48
448,Aykhal,66.0,111.5,62.6,36,5,4.47,RU,clear sky,2020-08-24 06:23:48
449,Antofagasta,-23.65,-70.4,57.2,76,90,2.24,CL,overcast clouds,2020-08-24 06:19:59
450,Sangar,63.92,127.47,52.16,56,84,1.68,RU,broken clouds,2020-08-24 06:23:49
451,Miramar,25.99,-80.23,86.0,79,90,17.22,US,overcast clouds,2020-08-24 06:23:49
452,Mattru,7.62,-11.83,72.86,98,100,4.32,SL,moderate rain,2020-08-24 06:23:49
453,Parrita,9.52,-84.32,68.0,100,90,5.82,CR,fog,2020-08-24 06:19:24
454,Bowen,-20.02,148.23,73.0,46,1,13.87,AU,clear sky,2020-08-24 06:23:50
455,Cap Malheureux,-19.98,57.61,75.99,67,61,10.0,MU,broken clouds,2020-08-24 06:23:51
456,Valentin Gomez Farias,28.22,-106.58,78.01,30,12,3.0,MX,few clouds,2020-08-24 06:23:52
457,Salinas,36.68,-121.66,66.2,82,75,4.7,US,broken clouds,2020-08-24 06:21:10
458,Shingu,33.73,135.98,89.6,70,20,8.05,JP,few clouds,2020-08-24 06:23:52
459,Palmer,42.16,-72.33,66.99,100,20,2.3,US,few clouds,2020-08-24 06:23:53
460,Atambua,-9.11,124.89,85.17,37,3,6.35,ID,clear sky,2020-08-24 06:23:53
461,Kualakapuas,-3.01,114.39,89.6,52,20,4.21,ID,few clouds,2020-08-24 06:23:54
462,Tambun,-6.26,107.07,91.99,52,40,10.29,ID,haze,2020-08-24 06:23:54
463,San Antonio,29.42,-98.49,80.6,78,1,5.84,US,clear sky,2020-08-24 06:21:20
464,Rio Das Ostras,-22.53,-41.95,57.2,100,26,2.24,BR,scattered clouds,2020-08-24 06:23:54
465,Hirtshals,57.59,9.96,57.99,72,96,3.0,DK,overcast clouds,2020-08-24 06:23:55
466,Mishkino,55.34,63.92,61.5,71,1,7.94,RU,clear sky,2020-08-24 06:23:55
467,Yanam,16.73,82.22,86.0,79,40,11.41,IN,scattered clouds,2020-08-24 06:23:55
468,Tlacolula,16.95,-96.48,63.23,85,93,3.02,MX,light rain,2020-08-24 06:23:55
469,Kano,12.0,8.52,69.8,100,40,4.7,NG,light rain,2020-08-24 06:23:56
470,Bria,6.54,21.99,69.8,95,74,1.03,CF,broken clouds,2020-08-24 06:23:56
471,Karasjok,69.47,25.51,55.4,71,75,46.08,NO,broken clouds,2020-08-24 06:23:56
472,Cabo Rojo,18.09,-67.15,75.99,95,67,4.79,PR,broken clouds,2020-08-24 06:23:57
473,Igarka,67.47,86.58,63.27,67,82,17.0,RU,light rain,2020-08-24 06:23:57
474,Margate,51.38,1.39,60.01,62,94,3.0,GB,overcast clouds,2020-08-24 06:23:57
475,Banepa,27.63,85.52,80.6,74,75,5.82,NP,broken clouds,2020-08-24 06:23:58
476,Ekhabi,53.51,142.97,61.68,72,73,12.26,RU,broken clouds,2020-08-24 06:23:58
477,Tongzi,28.78,105.09,73.31,88,100,2.59,CN,overcast clouds,2020-08-24 06:23:58
478,Baherden,38.44,57.43,81.7,30,0,10.76,TM,clear sky,2020-08-24 06:23:59
479,Sept-Iles,50.2,-66.38,50.0,93,20,3.36,CA,few clouds,2020-08-24 06:23:55
480,Cabedelo,-6.98,-34.83,68.0,100,82,5.82,BR,broken clouds,2020-08-24 06:23:59
481,Mama,58.31,112.9,73.35,46,10,7.7,RU,light rain,2020-08-24 06:24:00
482,Itarantim,-15.66,-40.07,60.06,88,64,4.61,BR,broken clouds,2020-08-24 06:24:00
483,Santo Antonio De Padua,-21.54,-42.18,58.44,85,56,1.81,BR,broken clouds,2020-08-24 06:24:00
484,Arawa,-6.21,155.54,82.47,69,84,5.03,PG,light rain,2020-08-24 06:24:00
485,Pokaran,26.92,71.92,97.21,40,80,12.3,IN,broken clouds,2020-08-24 06:24:01
486,Pochutla,15.74,-96.47,73.0,97,99,3.56,MX,light rain,2020-08-24 06:24:01
487,Eureka,40.8,-124.16,55.99,100,10,0.89,US,clear sky,2020-08-24 06:24:01
488,Opuwo,-18.06,13.84,61.14,32,0,4.14,NA,clear sky,2020-08-24 06:24:02
489,Keuruu,62.27,24.7,61.0,93,75,6.93,FI,broken clouds,2020-08-24 06:24:02
490,Fortuna,40.6,-124.16,55.99,93,90,3.36,US,overcast clouds,2020-08-24 06:24:02
491,Harper,4.38,-7.72,75.47,82,100,7.52,LR,light rain,2020-08-24 06:24:06
492,Fort Wellington,6.4,-57.6,75.07,92,42,4.12,GY,scattered clouds,2020-08-24 06:24:06
493,Manaus,-3.1,-60.02,77.0,73,0,6.93,BR,clear sky,2020-08-24 06:24:07
494,Valparaiso,-33.04,-71.63,53.01,76,75,8.05,CL,broken clouds,2020-08-24 06:24:07
495,Arys,42.43,68.8,91.4,21,75,15.66,KZ,broken clouds,2020-08-24 06:24:07
496,Ucluelet,48.93,-125.55,57.99,89,100,9.08,CA,overcast clouds,2020-08-24 06:23:32
497,Svetlaya,46.54,138.33,67.53,76,97,3.15,RU,overcast clouds,2020-08-24 06:24:08
498,Mpika,-11.83,31.45,63.54,64,10,10.49,ZM,clear sky,2020-08-24 06:24:08
499,Bubaque,11.28,-15.83,80.49,81,100,8.86,GW,overcast clouds,2020-08-24 06:24:08
500,Ouegoa,-20.35,164.43,75.34,72,55,6.17,NC,broken clouds,2020-08-24 06:24:08
501,Pundaguitan,6.37,126.17,84.25,69,84,5.55,PH,broken clouds,2020-08-24 06:24:09
502,Komsomolskiy,40.43,71.72,93.2,16,0,4.7,UZ,clear sky,2020-08-24 06:24:09
503,Vestmannaeyjar,63.44,-20.27,51.44,73,32,3.0,IS,scattered clouds,2020-08-24 06:24:09
504,Vincennes,48.85,2.43,59.0,82,40,8.05,FR,scattered clouds,2020-08-24 06:24:10
505,Guhagar,17.48,73.19,84.31,75,100,12.71,IN,light rain,2020-08-24 06:24:10
506,Aban,56.67,96.06,67.42,57,100,3.51,RU,overcast clouds,2020-08-24 06:24:10
507,Bakchar,57.02,82.07,67.64,54,95,3.31,RU,overcast clouds,2020-08-24 06:24:11
508,Muros,42.78,-9.06,62.01,83,23,5.01,ES,few clouds,2020-08-24 06:24:11
509,Kasempa,-13.46,25.83,61.79,59,34,8.43,ZM,scattered clouds,2020-08-24 06:24:11
510,Sorong,-0.88,131.25,80.96,84,91,11.16,ID,moderate rain,2020-08-24 06:24:11
511,Shache,38.42,77.24,98.85,9,0,4.25,CN,clear sky,2020-08-24 06:24:12
512,Awbari,26.59,12.78,76.51,32,0,5.73,LY,clear sky,2020-08-24 06:24:12
513,Tiarei,-17.53,-149.33,78.8,74,20,5.82,PF,few clouds,2020-08-24 06:24:12
514,Tosya,41.02,34.04,62.6,63,0,4.7,TR,clear sky,2020-08-24 06:24:12
515,Caraguatatuba,-23.63,-45.49,56.66,85,21,2.51,BR,few clouds,2020-08-24 06:24:13
516,Sangmelima,2.93,11.98,66.65,99,100,3.36,CM,light rain,2020-08-24 06:24:13
517,Salamiyah,35.01,37.05,80.64,27,0,1.59,SY,clear sky,2020-08-24 06:24:13
518,Turukhansk,65.82,87.98,66.54,61,98,12.48,RU,light rain,2020-08-24 06:21:06
519,Soyo,-6.13,12.37,73.4,94,75,5.79,AO,broken clouds,2020-08-24 06:24:14
520,Pamanukan,-6.28,107.81,90.5,51,52,14.0,ID,broken clouds,2020-08-24 06:24:15
521,Lagoa,39.05,-27.98,72.75,89,0,19.37,PT,clear sky,2020-08-24 06:24:15
522,Mari-Turek,56.79,49.62,65.3,71,99,5.95,RU,overcast clouds,2020-08-24 06:24:16
523,Benguela,-12.58,13.41,69.8,83,90,1.57,AO,overcast clouds,2020-08-24 06:24:16
524,Mapiri,-15.25,-68.17,59.72,83,49,1.19,BO,scattered clouds,2020-08-24 06:24:16
525,Katherine,-14.47,132.27,93.2,9,0,17.22,AU,clear sky,2020-08-24 06:24:17
526,Santa Maria,-29.68,-53.81,52.48,83,0,7.07,BR,clear sky,2020-08-24 06:22:03
527,Uspenka,48.39,39.16,73.49,35,3,1.9,UA,clear sky,2020-08-24 06:24:17
528,Talaya,61.38,152.75,41.36,65,99,10.36,RU,overcast clouds,2020-08-24 06:24:18
529,Samarai,-10.62,150.67,75.61,84,100,17.85,PG,light rain,2020-08-24 06:24:18
530,Urbana,40.11,-88.21,72.0,88,1,5.82,US,heavy intensity rain,2020-08-24 06:24:18
531,Shiyan,32.65,110.78,88.0,36,98,7.81,CN,overcast clouds,2020-08-24 06:24:18
532,Lisakovsk,52.54,62.49,62.28,65,1,8.34,KZ,clear sky,2020-08-24 06:24:19
533,Baiyin,36.56,104.21,73.4,49,20,8.95,CN,few clouds,2020-08-24 06:24:19
534,Aksarka,66.56,67.8,56.7,75,93,6.51,RU,overcast clouds,2020-08-24 06:24:19
535,Posadas,-27.37,-55.9,60.15,74,46,8.05,AR,scattered clouds,2020-08-24 06:24:20
536,Kedainiai,55.29,23.97,64.4,77,0,5.82,LT,clear sky,2020-08-24 06:24:21
537,Bud,39.45,-86.18,73.0,88,1,5.64,US,clear sky,2020-08-24 06:24:21
538,Goderich,43.75,-81.72,75.99,79,0,10.94,CA,clear sky,2020-08-24 06:24:21
539,Vysokogornyy,50.12,139.15,65.8,75,92,7.47,RU,light rain,2020-08-24 06:24:22
540,Amboasary,-25.03,46.38,75.2,60,26,4.7,MG,scattered clouds,2020-08-24 06:24:22
541,Miraflores,19.22,-98.81,60.8,63,75,11.41,MX,broken clouds,2020-08-24 06:24:22
542,Uralets,57.66,59.65,61.48,59,0,7.23,RU,clear sky,2020-08-24 06:24:23
543,Nago,26.59,127.98,80.01,88,90,27.51,JP,light rain,2020-08-24 06:24:23
544,Fort Nelson,58.81,-122.7,51.8,100,75,2.24,CA,broken clouds,2020-08-24 06:24:23
545,Zalesovo,53.99,84.74,68.54,60,36,8.52,RU,light rain,2020-08-24 06:24:24
