City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
546,Sann,26.04,68.14,100.4,50,40,4.7,PK,scattered clouds,2020-08-24 06:24:24
547,Nantucket,41.28,-70.1,69.8,94,1,5.82,US,clear sky,2020-08-24 06:21:11
548,Nemuro,43.32,145.57,69.8,83,40,8.05,JP,scattered clouds,2020-08-24 06:24:25
549,Lewistown,40.6,-77.57,69.01,100,90,2.86,US,fog,2020-08-24 06:24:25
550,Alta Floresta,-9.88,-56.09,71.38,44,18,1.43,BR,few clouds,2020-08-24 06:24:25
551,Byron Bay,-28.65,153.62,63.0,39,0,9.17,AU,clear sky,2020-08-24 06:24:25
552,Mikkeli,61.69,27.27,60.8,87,20,4.7,FI,few clouds,2020-08-24 06:24:26
553,Umm Lajj,25.02,37.27,91.04,33,0,4.65,SA,clear sky,2020-08-24 06:24:26
554,Gubkinskiy,64.43,76.5,58.44,79,65,11.77,RU,light rain,2020-08-24 06:24:26
555,Fare,-16.7,-151.02,77.97,80,11,21.7,PF,light rain,2020-08-24 06:24:27
556,Gamba,-2.65,10.0,72.23,85,100,4.03,GA,overcast clouds,2020-08-24 06:24:27
557,Krasnogorsk,55.82,37.32,66.0,59,85,8.95,RU,overcast clouds,2020-08-24 06:24:28
558,Nome,64.5,-165.41,53.6,76,90,6.93,US,overcast clouds,2020-08-24 06:24:28
559,Mareeba,-17.0,145.43,78.01,55,75,7.0,AU,broken clouds,2020-08-24 06:21:21
560,Kupang,-10.17,123.58,93.2,28,20,17.22,ID,few clouds,2020-08-24 06:24:28
561,Mackay,-21.15,149.2,73.0,56,26,16.11,AU,scattered clouds,2020-08-24 06:24:29
562,Lompoc,34.64,-120.46,66.99,88,1,4.38,US,clear sky,2020-08-24 06:24:29
563,Storforshei,66.4,14.52,46.99,93,40,2.24,NO,scattered clouds,2020-08-24 06:24:29
564,Udachnyy,66.42,112.4,62.6,36,0,2.24,RU,clear sky,2020-08-24 06:24:30
565,Thinadhoo,0.53,72.93,82.17,72,87,8.3,MV,moderate rain,2020-08-24 06:24:30
566,Maun,-19.98,23.42,64.4,45,0,5.82,BW,clear sky,2020-08-24 06:24:31
567,Bilibino,68.05,166.44,40.01,89,100,4.63,RU,overcast clouds,2020-08-24 06:24:31
568,Kampot,10.62,104.18,89.6,62,40,9.17,KH,scattered clouds,2020-08-24 06:24:31
569,Brae,60.4,-1.35,51.8,66,40,13.87,GB,scattered clouds,2020-08-24 06:24:31
570,Never,46.99,3.16,53.6,93,93,1.39,FR,overcast clouds,2020-08-24 06:24:33
571,Matara,5.95,80.54,87.21,61,56,9.62,LK,broken clouds,2020-08-24 06:24:33
572,Kijang,35.24,129.21,91.4,49,20,5.82,KR,few clouds,2020-08-24 06:24:33
573,Port-Gentil,-0.72,8.78,77.0,83,90,8.61,GA,overcast clouds,2020-08-24 06:24:34
574,Marsh Harbour,26.54,-77.06,85.28,77,2,24.43,BS,clear sky,2020-08-24 06:24:35
575,Stelle,53.38,10.11,59.0,93,75,4.7,DE,broken clouds,2020-08-24 06:24:35
576,Esso,55.93,158.7,51.64,54,85,8.61,RU,overcast clouds,2020-08-24 06:24:35
577,Viedma,-40.81,-63.0,46.99,65,19,15.08,AR,few clouds,2020-08-24 06:23:47
578,At-Bashi,41.17,75.81,70.0,92,0,2.68,KG,clear sky,2020-08-24 06:24:36
579,Pandan,14.05,124.17,88.95,61,34,3.06,PH,scattered clouds,2020-08-24 06:24:36
580,Lao Cai,22.48,103.95,95.29,47,69,2.08,VN,light rain,2020-08-24 06:24:37
581,Poum,-20.23,164.02,72.27,76,38,18.86,NC,scattered clouds,2020-08-24 06:24:37
582,Eyl,7.98,49.82,85.3,45,62,26.26,SO,broken clouds,2020-08-24 06:24:37
583,San Vicente,-26.62,-54.13,51.64,85,0,4.72,AR,clear sky,2020-08-24 06:24:38
584,Vila Velha,-20.33,-40.29,66.2,72,2,10.29,BR,clear sky,2020-08-24 06:24:38
585,Invermere,50.52,-116.04,59.0,60,70,1.23,CA,broken clouds,2020-08-24 06:24:38
586,Ayagoz,47.97,80.44,80.67,24,98,14.72,KZ,overcast clouds,2020-08-24 06:24:38
587,Pavilosta,56.89,21.19,66.2,72,36,11.41,LV,scattered clouds,2020-08-24 06:24:39
588,Tecoanapa,16.52,-98.75,76.75,92,100,8.52,MX,moderate rain,2020-08-24 06:24:39
589,Ponnani,10.77,75.93,86.0,74,75,5.82,IN,broken clouds,2020-08-24 06:24:39
590,Promyshlennaya,54.92,85.64,66.2,68,40,6.71,RU,scattered clouds,2020-08-24 06:24:39
591,Cap-Aux-Meules,47.38,-61.86,65.3,86,39,22.5,CA,scattered clouds,2020-08-24 06:24:40
592,Murray Bridge,-35.12,139.27,53.01,75,92,8.05,AU,overcast clouds,2020-08-24 06:24:40
593,Gushi,34.64,109.58,86.16,48,81,7.43,CN,broken clouds,2020-08-24 06:24:40
594,Lefka,35.11,32.85,87.8,66,0,5.82,CY,clear sky,2020-08-24 06:24:41
595,Trofors,65.53,13.41,48.2,81,75,4.7,NO,broken clouds,2020-08-24 06:24:41
596,Grand Gaube,-20.01,57.66,75.0,67,61,11.99,MU,broken clouds,2020-08-24 06:24:42
597,Malpe,13.35,74.72,82.4,78,40,5.82,IN,scattered clouds,2020-08-24 06:24:42
598,Mezen,65.85,44.24,60.31,87,91,9.64,RU,overcast clouds,2020-08-24 06:24:42
599,Kuandian,40.73,124.78,71.83,94,100,10.29,CN,light rain,2020-08-24 06:24:43
600,Kudat,6.88,116.85,87.8,66,20,4.7,MY,few clouds,2020-08-24 06:24:43
601,Presidencia Roque Saenz Pena,-26.79,-60.44,60.01,63,67,7.02,AR,broken clouds,2020-08-24 06:24:44
602,San Cristobal,7.77,-72.22,65.62,93,90,3.69,VE,light rain,2020-08-24 06:23:06
603,Chernyshevskiy,63.01,112.47,62.89,32,0,6.8,RU,clear sky,2020-08-24 06:24:44
604,Ngunguru,-35.62,174.5,55.99,3,94,3.0,NZ,overcast clouds,2020-08-24 06:24:45
605,Cockburn Town,21.46,-71.14,83.41,83,92,23.11,TC,overcast clouds,2020-08-24 06:24:46
606,Bukama,-9.2,25.85,78.55,35,4,1.41,CD,clear sky,2020-08-24 06:24:46
607,Katsuura,35.13,140.3,91.99,66,40,12.75,JP,scattered clouds,2020-08-24 06:24:46
608,Yulara,-25.24,130.99,87.8,10,0,17.22,AU,clear sky,2020-08-24 06:24:47
609,Kirakira,-10.45,161.92,83.57,70,80,4.43,SB,light rain,2020-08-24 06:24:47
610,Bulgan,48.81,103.53,66.87,46,62,4.03,MN,broken clouds,2020-08-24 06:24:47
611,Tambo,-14.8,-73.92,37.22,81,69,2.64,PE,broken clouds,2020-08-24 06:24:48
612,Swellendam,-34.02,20.44,55.4,93,100,3.36,ZA,overcast clouds,2020-08-24 06:24:48
613,Filotion,37.05,25.5,79.0,65,0,21.92,GR,clear sky,2020-08-24 06:24:48
614,Nuevo Casas Grandes,30.42,-107.92,72.0,48,16,1.01,MX,few clouds,2020-08-24 06:24:49
615,Batagay,67.63,134.63,51.6,45,24,5.21,RU,few clouds,2020-08-24 06:24:49
616,Pinawa,50.15,-95.88,56.84,87,80,1.14,CA,broken clouds,2020-08-24 06:24:49
617,Calvinia,-31.47,19.78,50.05,47,50,0.45,ZA,scattered clouds,2020-08-24 06:24:49
618,Santa Rosa,14.31,121.11,91.0,66,100,16.11,PH,overcast clouds,2020-08-24 06:21:13
619,Tarauaca,-8.16,-70.77,66.63,79,65,1.5,BR,broken clouds,2020-08-24 06:24:50
620,Karratha,-20.74,116.85,90.99,17,0,11.23,AU,clear sky,2020-08-24 06:21:44
621,Naze,28.37,129.48,86.0,84,75,26.4,JP,broken clouds,2020-08-24 06:24:50
622,Burkburnett,34.1,-98.57,75.0,56,1,5.82,US,clear sky,2020-08-24 06:24:52
623,Roebourne,-20.78,117.13,92.95,16,4,10.76,AU,clear sky,2020-08-24 06:24:52
624,Zalantun,48.0,122.72,76.26,61,53,4.54,CN,broken clouds,2020-08-24 06:22:21
625,Coahuayana,18.73,-103.68,78.33,87,70,1.68,MX,light rain,2020-08-24 06:24:53
626,Oistins,13.07,-59.53,77.0,88,40,6.93,BB,scattered clouds,2020-08-24 06:24:53
627,Beyneu,45.32,55.2,73.92,38,100,8.79,KZ,overcast clouds,2020-08-24 06:24:53
628,Harnosand,62.63,17.94,51.01,87,99,4.7,SE,overcast clouds,2020-08-24 06:20:06
629,Pacific Grove,36.62,-121.92,66.2,72,20,3.36,US,smoke,2020-08-24 06:24:54
630,Weligama,5.97,80.42,86.47,63,57,8.9,LK,broken clouds,2020-08-24 06:24:55
631,Santa Isabel Do Rio Negro,-0.41,-65.02,71.8,77,0,0.58,BR,clear sky,2020-08-24 06:24:56
632,Bridlington,54.08,-0.19,57.2,93,52,9.17,GB,broken clouds,2020-08-24 06:24:58
633,Zhuhai,22.28,113.57,102.0,75,20,14.99,CN,few clouds,2020-08-24 06:24:59
634,High Level,58.52,-117.14,53.6,100,90,2.24,CA,overcast clouds,2020-08-24 06:22:20
635,Yarada,17.65,83.27,89.6,70,75,9.17,IN,haze,2020-08-24 06:24:59
636,Alice Springs,-23.7,133.88,86.0,11,0,10.29,AU,clear sky,2020-08-24 06:22:14
637,Kpalime,6.9,0.63,67.15,97,94,1.32,TG,overcast clouds,2020-08-24 06:25:00
638,North Bend,43.41,-124.22,57.2,93,1,11.41,US,clear sky,2020-08-24 06:25:00
639,Burnie,-41.07,145.92,57.0,59,40,10.0,AU,scattered clouds,2020-08-24 06:25:01
640,Onguday,50.75,86.15,68.4,41,73,3.87,RU,broken clouds,2020-08-24 06:25:01
641,Krupina,48.36,19.06,62.6,77,58,2.24,SK,broken clouds,2020-08-24 06:25:01
642,Deder,9.32,41.45,59.61,88,69,9.19,ET,broken clouds,2020-08-24 06:25:02
643,Kati,12.74,-8.07,75.2,94,20,2.24,ML,few clouds,2020-08-24 06:25:02
644,Sheridan,44.83,-106.92,60.8,59,1,4.7,US,clear sky,2020-08-24 06:25:03
645,Idil,37.34,41.89,84.2,28,0,4.7,TR,clear sky,2020-08-24 06:25:04
646,Muncar,-8.43,114.33,84.42,62,18,9.42,ID,few clouds,2020-08-24 06:25:04
647,Katobu,-4.94,122.53,87.96,49,23,9.73,ID,few clouds,2020-08-24 06:25:05
648,Kargasok,59.06,80.86,63.79,66,86,7.61,RU,light rain,2020-08-24 06:25:05
649,Shimanovsk,52.0,127.7,71.01,76,96,5.88,RU,light rain,2020-08-24 06:25:15
650,Oussouye,12.48,-16.55,80.6,94,20,2.24,SN,few clouds,2020-08-24 06:25:15
651,Sobolevo,54.43,31.9,63.36,94,100,6.69,RU,overcast clouds,2020-08-24 06:25:15
652,Apam,5.28,-0.74,73.22,90,62,7.11,GH,broken clouds,2020-08-24 06:25:16
653,Gornyy,55.12,83.91,65.73,63,2,9.06,RU,clear sky,2020-08-24 06:25:16
654,Mucurapo,10.67,-61.53,77.0,94,20,3.6,TT,few clouds,2020-08-24 06:24:32
